Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr22	15411133	0.032833	36.079703
chr22	15411170	0.270270	36.079713
chr22	15411323	1.104575	36.079882
chr22	15411615	1.102740	36.080204
chr22	15411848	1.124464	36.080466
chr22	15412861	0.094768	36.080562
chr22	15413299	0.148402	36.080627
chr22	15413399	0.150000	36.080642
chr22	15413468	0.173913	36.080654
chr22	15415174	0.195193	36.080987
chr22	15415774	0.195000	36.081104
chr22	15415912	0.210145	36.081133
chr22	15416394	1.313278	36.081766
chr22	15416529	0.200000	36.081793
chr22	15416755	0.199115	36.081838
chr22	15417388	0.199052	36.081964
chr22	15417771	0.198433	36.082040
chr22	15419704	0.203311	36.082433
chr22	15419872	0.303571	36.082484
chr22	15419889	0.882353	36.082499
chr22	15420403	1.254864	36.083144
chr22	15421432	0.372206	36.083527
chr22	15422124	0.371387	36.083784
chr22	15422629	0.600000	36.084087
chr22	15422810	0.353591	36.084151
chr22	15422973	0.349693	36.084208
chr22	15423803	0.343373	36.084493
chr22	15424200	0.345088	36.084630
chr22	15424240	0.925000	36.084667
chr22	15424659	1.374702	36.085243
chr22	15424695	11.694444	36.085664
chr22	15424911	11.680556	36.088187
chr22	15425023	0.276786	36.088218
chr22	15425454	0.285383	36.088341
chr22	15426502	0.755725	36.089133
chr22	15427250	0.358289	36.089401
chr22	15427786	0.354478	36.089591
chr22	15428111	0.732308	36.089829
chr22	15428562	1.241685	36.090389
chr22	15430245	0.374332	36.091019
chr22	15431009	0.396597	36.091322
chr22	15431131	1.147541	36.091462
chr22	15433495	28.228426	36.158194
chr22	15433904	61.068460	36.183171
chr22	15434198	61.071429	36.201126
chr22	15434681	61.068323	36.230622
chr22	15434757	61.065789	36.235263
chr22	15435018	26.888889	36.242281
chr22	15435203	26.745946	36.247229
chr22	15435564	1.509695	36.247774
chr22	15435756	1.427083	36.248048
chr22	15436002	1.394309	36.248391
chr22	15436282	1.389286	36.248780
chr22	15436903	1.417069	36.249660
chr22	15437130	1.418502	36.249982
chr22	15437569	1.430524	36.250610
chr22	15437796	1.436123	36.250936
chr22	15438731	1.392513	36.252238
chr22	15438901	1.094118	36.252424
chr22	15438932	0.870968	36.252451
chr22	15438981	0.857143	36.252493
chr22	15439537	0.726619	36.252897
chr22	15440030	0.732252	36.253258
chr22	15441149	0.731010	36.254076
chr22	15442536	0.723143	36.255079
chr22	15443446	0.724176	36.255738
chr22	15445097	0.795276	36.257051
chr22	15446369	0.938679	36.258245
chr22	15446931	1.483986	36.259079
chr22	15447077	1.541096	36.259304
chr22	15447158	1.580247	36.259432
chr22	15447711	1.603978	36.260319
chr22	15448092	1.685039	36.260961
chr22	15448563	1.768577	36.261794
chr22	15450279	1.184149	36.263826
chr22	15450745	1.124464	36.264350
chr22	15451179	0.781106	36.264689
chr22	15453539	0.508898	36.265890
chr22	15454466	0.515642	36.266368
chr22	15455186	0.647222	36.266834
chr22	15455343	0.757962	36.266953
chr22	15455573	0.821739	36.267142
chr22	15455798	0.915556	36.267348
chr22	15455846	1.354167	36.267413
chr22	15457031	1.850633	36.269606
chr22	15457320	1.851211	36.270141
chr22	15460356	2.058300	36.276390
chr22	15460660	2.190789	36.277056
chr22	15460822	1.351852	36.277275
chr22	15461606	1.307398	36.278300
chr22	15461635	1.241379	36.278336
chr22	15462072	1.205950	36.278863
chr22	15462178	0.905660	36.278959
chr22	15462489	0.463023	36.279103
chr22	15462611	0.344262	36.279145
chr22	15465112	0.280688	36.279847
chr22	15465256	0.277778	36.279887
chr22	15465513	0.252918	36.279952
chr22	15465776	0.220532	36.280010
chr22	15466269	0.225152	36.280121
chr22	15466625	0.202247	36.280193
chr22	15467075	0.186667	36.280277
chr22	15467743	0.172156	36.280392
chr22	15468146	0.171216	36.280461
chr22	15468181	0.171429	36.280467
chr22	15469370	0.171573	36.280671
chr22	15469808	0.173516	36.280747
chr22	15471215	0.176262	36.280995
chr22	15471289	0.189189	36.281009
chr22	15472381	0.199634	36.281227
chr22	15472878	0.225352	36.281339
chr22	15474331	0.226428	36.281668
chr22	15474506	0.240000	36.281710
chr22	15475278	0.259067	36.281910
chr22	15475667	0.272494	36.282016
chr22	15475960	0.283276	36.282099
chr22	15476232	0.286765	36.282177
chr22	15476726	0.291498	36.282321
chr22	15477286	0.300000	36.282489
chr22	15477704	0.320574	36.282623
chr22	15478379	0.349630	36.282859
chr22	15478623	0.368852	36.282949
chr22	15478767	0.548611	36.283028
chr22	15478802	0.800000	36.283056
chr22	15479118	1.180380	36.283429
chr22	15480096	0.846626	36.284257
chr22	15480226	0.569231	36.284331
chr22	15480308	0.512195	36.284373
chr22	15480548	0.479167	36.284488
chr22	15480555	0.428571	36.284491
chr22	15480782	0.493392	36.284603
chr22	15481007	0.506667	36.284717
chr22	15482102	0.505936	36.285271
chr22	15482117	0.466667	36.285278
chr22	15482394	0.472924	36.285409
chr22	15482618	0.415179	36.285502
chr22	15482941	0.417957	36.285637
chr22	15483701	0.410526	36.285949
chr22	15483775	0.418919	36.285980
chr22	15483814	0.435897	36.285997
chr22	15483904	0.422222	36.286035
chr22	15484055	0.437086	36.286101
chr22	15484168	0.504425	36.286158
chr22	15484365	1.639594	36.286481
chr22	15485148	4.054917	36.289656
chr22	15485598	3.664444	36.291305
chr22	15486918	2.386364	36.294455
chr22	15487365	1.463087	36.295109
chr22	15487548	0.907104	36.295275
chr22	15488238	0.717391	36.295770
chr22	15488269	0.645161	36.295790
chr22	15488842	0.563700	36.296113
chr22	15489693	0.486486	36.296527
chr22	15489784	0.483516	36.296571
chr22	15489871	0.482759	36.296613
chr22	15490207	0.482143	36.296775
chr22	15490760	0.481013	36.297041
chr22	15490920	0.481250	36.297118
chr22	15491394	0.481013	36.297346
chr22	15491515	0.487603	36.297405
chr22	15491834	2.376176	36.298163
chr22	15492106	0.893382	36.298406
chr22	15492322	0.476852	36.298509
chr22	15492344	0.454545	36.298519
chr22	15492489	0.475862	36.298588
chr22	15492825	0.476190	36.298748
chr22	15493008	0.480874	36.298836
chr22	15493294	0.475524	36.298972
chr22	15493499	0.478049	36.299070
chr22	15493765	0.477444	36.299197
chr22	15493879	0.473684	36.299251
chr22	15493911	0.468750	36.299266
chr22	15494208	0.481481	36.299409
chr22	15494313	0.476190	36.299459
chr22	15495389	0.482342	36.299978
chr22	15495559	0.564706	36.300074
chr22	15496251	0.693642	36.300554
chr22	15496308	1.508772	36.300640
chr22	15496589	1.658363	36.301106
chr22	15496676	1.643678	36.301249
chr22	15497268	1.611486	36.302203
chr22	15497646	1.055556	36.302602
chr22	15497762	1.034483	36.302722
chr22	15498185	1.035461	36.303160
chr22	15498313	1.039062	36.303293
chr22	15498687	1.048128	36.303685
chr22	15498820	2.909774	36.304072
chr22	15498947	3.496063	36.304516
chr22	15499131	4.717391	36.305384
chr22	15499564	5.316397	36.307686
chr22	15499623	3.932203	36.307918
chr22	15500408	2.704459	36.310041
chr22	15500662	2.413386	36.310654
chr22	15500880	1.926606	36.311074
chr22	15501953	1.096925	36.312251
chr22	15502570	1.081037	36.312918
chr22	15503257	1.074236	36.313656
chr22	15503352	1.157895	36.313766
chr22	15503398	1.347826	36.313828
chr22	15503543	1.324138	36.314020
chr22	15503742	2.180905	36.314454
chr22	15504073	2.407855	36.315251
chr22	15504097	2.583333	36.315313
chr22	15504410	2.782748	36.316184
chr22	15504570	3.025000	36.316668
chr22	15504617	3.042553	36.316811
chr22	15504815	3.065657	36.317418
chr22	15505156	3.070381	36.318465
chr22	15505387	2.354978	36.319009
chr22	15505825	2.237443	36.319989
chr22	15506549	0.475138	36.320333
chr22	15506768	0.465753	36.320435
chr22	15506971	0.438424	36.320524
chr22	15508774	0.433167	36.321305
chr22	15509110	0.443452	36.321454
chr22	15509729	0.462036	36.321740
chr22	15510133	0.512376	36.321947
chr22	15510343	0.509524	36.322054
chr22	15510834	0.655804	36.322376
chr22	15510929	0.621053	36.322435
chr22	15510948	0.368421	36.322442
chr22	15511008	0.350000	36.322463
chr22	15511524	0.319767	36.322628
chr22	15512552	0.298638	36.322935
chr22	15514094	0.273671	36.323357
chr22	15514162	0.264706	36.323375
chr22	15514265	0.271845	36.323403
chr22	15514821	0.273381	36.323555
chr22	15514898	0.272727	36.323576
chr22	15515065	0.365269	36.323637
chr22	15515103	0.342105	36.323650
chr22	15515476	0.469169	36.323825
chr22	15516636	0.546552	36.324459
chr22	15516725	0.539326	36.324507
chr22	15517402	0.549483	36.324879
chr22	15518426	0.548828	36.325441
chr22	15519047	0.589372	36.325807
chr22	15519613	1.913428	36.326890
chr22	15519976	2.548209	36.327815
chr22	15520083	2.654206	36.328099
chr22	15520344	2.628352	36.328785
chr22	15520791	2.055928	36.329704
chr22	15521364	1.127400	36.330350
chr22	15522501	0.964820	36.331447
chr22	15522635	0.940299	36.331573
chr22	15523138	0.898608	36.332025
chr22	15523295	0.872611	36.332162
chr22	15523507	0.731132	36.332317
chr22	15523985	0.592050	36.332600
chr22	15524015	0.500000	36.332615
chr22	15524717	0.474359	36.332948
chr22	15524731	0.357143	36.332953
chr22	15525780	0.277407	36.333244
chr22	15526582	0.276808	36.333466
chr22	15527445	0.278100	36.333706
chr22	15528060	0.278049	36.333877
chr22	15528425	0.279452	36.333979
chr22	15528591	0.295181	36.334028
chr22	15528946	0.304225	36.334136
chr22	15529471	0.325714	36.334307
chr22	15529724	0.454545	36.334422
chr22	15529763	0.487179	36.334441
chr22	15531179	0.487288	36.335131
chr22	15531523	0.575581	36.335329
chr22	15532023	0.716000	36.335687
chr22	15532088	1.215385	36.335766
chr22	15532304	1.736111	36.336141
chr22	15532747	0.672686	36.336439
chr22	15533094	0.642651	36.336662
chr22	15533327	0.618026	36.336806
chr22	15533689	0.508287	36.336990
chr22	15534290	0.492512	36.337286
chr22	15534741	0.490022	36.337507
chr22	15534935	0.489691	36.337602
chr22	15535263	0.487805	36.337762
chr22	15535454	0.486911	36.337855
chr22	15536007	0.495479	36.338129
chr22	15536652	2.161240	36.339523
chr22	15537128	2.163866	36.340553
chr22	15537247	5.798319	36.341243
chr22	15537498	7.653386	36.343164
chr22	15537531	8.242424	36.343436
chr22	15537971	8.206818	36.347047
chr22	15538292	6.722741	36.349205
chr22	15538744	6.601770	36.352189
chr22	15538754	6.200000	36.352251
chr22	15538827	6.260274	36.352708
chr22	15539122	5.016949	36.354188
chr22	15540370	0.695513	36.355056
chr22	15540769	0.696742	36.355334
chr22	15542375	0.693026	36.356447
chr22	15542435	0.716667	36.356490
chr22	15542612	21.689266	36.360329
chr22	15542796	32.038043	36.366224
chr22	15543368	40.382867	36.389323
chr22	15544065	40.451937	36.417518
chr22	15544481	40.454327	36.434347
chr22	15544877	11.141414	36.438759
chr22	15544886	11.111111	36.438859
chr22	15544940	6.962963	36.439235
chr22	15545227	1.324042	36.439615
chr22	15545270	1.279070	36.439670
chr22	15545506	1.233051	36.439961
chr22	15546303	1.209536	36.440925
chr22	15547561	1.194754	36.442428
chr22	15547564	1.000000	36.442431
chr22	15548086	1.193487	36.443054
chr22	15548535	1.193764	36.443590
chr22	15548813	1.194245	36.443922
chr22	15548983	1.182353	36.444123
chr22	15549080	1.175258	36.444237
chr22	15549323	1.181070	36.444524
chr22	15550204	1.179342	36.445563
chr22	15551677	1.165648	36.447280
chr22	15551799	1.163934	36.447422
chr22	15552344	1.165138	36.448057
chr22	15552488	1.159722	36.448224
chr22	15552536	1.166667	36.448280
chr22	15552811	1.174545	36.448603
chr22	15552850	1.256410	36.448652
chr22	15553506	1.370427	36.449551
chr22	15553744	20.592437	36.454452
chr22	15553902	26.829114	36.458691
chr22	15554640	27.058266	36.478660
chr22	15554753	27.088496	36.481721
chr22	15555358	27.090909	36.498111
chr22	15555463	26.114286	36.500853
chr22	15555539	21.407895	36.502480
chr22	15555641	21.254902	36.504648
chr22	15555698	7.719298	36.505088
chr22	15556474	3.224227	36.507590
chr22	15556491	2.411765	36.507631
chr22	15556593	1.666667	36.507801
chr22	15556917	1.194444	36.508188
chr22	15557178	1.153257	36.508489
chr22	15557228	1.140000	36.508546
chr22	15557909	1.117474	36.509307
chr22	15558479	1.114035	36.509942
chr22	15558569	1.122222	36.510043
chr22	15558837	1.119403	36.510343
chr22	15559323	1.125514	36.510890
chr22	15559611	1.125000	36.511214
chr22	15559612	1.000000	36.511215
chr22	15560116	1.125000	36.511782
chr22	15560374	2.949612	36.512543
chr22	15560791	10.484412	36.516915
chr22	15561894	59.233908	36.582250
chr22	15561913	59.263158	36.583376
chr22	15562149	59.233051	36.597355
chr22	15562826	59.234860	36.637457
chr22	15563109	34.473498	36.647213
chr22	15564114	33.742289	36.681124
chr22	15565140	36.828460	36.718910
chr22	15565358	36.944954	36.726964
chr22	15565540	36.950549	36.733689
chr22	15565634	37.000000	36.737167
chr22	15566531	36.996656	36.770353
chr22	15566580	36.979592	36.772165
chr22	15567681	36.997275	36.812899
chr22	15568243	36.046263	36.833157
chr22	15570405	1.350139	36.836076
chr22	15571007	1.352159	36.836890
chr22	15571167	1.356250	36.837107
chr22	15571727	1.351786	36.837864
chr22	15571798	1.352113	36.837960
chr22	15571836	1.342105	36.838011
chr22	15572152	1.344937	36.838436
chr22	15572198	1.347826	36.838498
chr22	15572666	1.337607	36.839124
chr22	15574926	1.337611	36.842147
chr22	15575007	1.333333	36.842255
chr22	15575253	1.325203	36.842581
chr22	15575632	1.324538	36.843083
chr22	15576957	1.320755	36.844833
chr22	15577007	1.320000	36.844899
chr22	15577491	1.318182	36.845537
chr22	15577716	1.324444	36.845835
chr22	15578404	1.334302	36.846753
chr22	15579304	1.402222	36.848015
chr22	15579575	2.206642	36.848613
chr22	15579744	3.307692	36.849172
chr22	15580283	3.699443	36.851166
chr22	15580362	4.088608	36.851489
chr22	15580714	4.275568	36.852994
chr22	15580747	4.242424	36.853134
chr22	15581187	4.263636	36.855010
chr22	15581484	4.276094	36.856280
chr22	15581808	4.030864	36.857586
chr22	15582132	3.740741	36.858798
chr22	15583443	1.022883	36.860139
chr22	15583463	0.900000	36.860157
chr22	15583659	0.846939	36.860323
chr22	15584329	0.829851	36.860879
chr22	15585109	0.830769	36.861527
chr22	15585409	0.853333	36.861783
chr22	15585983	0.878049	36.862287
chr22	15586096	0.840708	36.862382
chr22	15586265	0.828402	36.862522
chr22	15586415	0.813333	36.862644
chr22	15587030	0.813008	36.863144
chr22	15587204	0.793103	36.863282
chr22	15588592	0.771614	36.864353
chr22	15588600	0.750000	36.864359
chr22	15588779	0.776536	36.864498
chr22	15588780	1.000000	36.864499
chr22	15589065	0.778947	36.864721
chr22	15589817	0.784574	36.865311
chr22	15590487	0.785075	36.865837
chr22	15590646	0.792453	36.865963
chr22	15590898	0.789683	36.866162
chr22	15591000	0.803922	36.866244
chr22	15591580	0.810345	36.866714
chr22	15592014	0.864055	36.867089
chr22	15592132	2.525424	36.867387
chr22	15592184	3.615385	36.867575
chr22	15592200	3.687500	36.867634
chr22	15592377	3.638418	36.868278
chr22	15592492	2.452174	36.868560
chr22	15592510	1.555556	36.868588
chr22	15592982	0.908898	36.869017
chr22	15593138	0.916667	36.869160
chr22	15593247	0.917431	36.869260
chr22	15593398	0.920530	36.869399
chr22	15593691	0.918089	36.869668
chr22	15593954	0.923954	36.869911
chr22	15594367	0.932203	36.870296
chr22	15594620	1.233202	36.870608
chr22	15594822	1.727723	36.870957
chr22	15595236	3.615942	36.872454
chr22	15595264	3.607143	36.872555
chr22	15595397	3.639098	36.873039
chr22	15596432	3.636715	36.876803
chr22	15597178	2.083110	36.878357
chr22	15597819	1.014041	36.879007
chr22	15597862	0.837209	36.879043
chr22	15598620	0.688654	36.879565
chr22	15598673	0.679245	36.879601
chr22	15598694	0.714286	36.879616
chr22	15598771	0.662338	36.879667
chr22	15599085	0.665605	36.879876
chr22	15599501	0.663462	36.880152
chr22	15599531	0.633333	36.880171
chr22	15600204	0.656761	36.880613
chr22	15600637	0.655889	36.880897
chr22	15601071	0.652074	36.881180
chr22	15601701	0.649206	36.881589
chr22	15602064	0.641873	36.881822
chr22	15602333	0.620818	36.881989
chr22	15602462	0.565891	36.882062
chr22	15602667	0.517073	36.882168
chr22	15603153	0.506173	36.882414
chr22	15603872	0.468707	36.882751
chr22	15604260	0.469072	36.882933
chr22	15605504	0.467042	36.883514
chr22	15605849	0.492754	36.883684
chr22	15605883	0.529412	36.883702
chr22	15606421	0.566914	36.884007
chr22	15606770	0.630372	36.884227
chr22	15607598	0.753623	36.884851
chr22	15607678	1.062500	36.884936
chr22	15607868	1.263158	36.885176
chr22	15608025	1.496815	36.885411
chr22	15608247	1.851351	36.885822
chr22	15608581	2.748503	36.886740
chr22	15609236	1.010687	36.887402
chr22	15609292	0.910714	36.887453
chr22	15610100	0.836634	36.888129
chr22	15610171	0.845070	36.888189
chr22	15610241	0.842857	36.888248
chr22	15610309	0.838235	36.888305
chr22	15610356	0.829787	36.888344
chr22	15610361	1.000000	36.888349
chr22	15610385	0.833333	36.888369
chr22	15611004	0.854604	36.888898
chr22	15611206	0.861386	36.889072
chr22	15611316	0.863636	36.889167
chr22	15611691	0.874667	36.889495
chr22	15613056	0.877656	36.890693
chr22	15613161	2.761905	36.890983
chr22	15613738	4.149047	36.893377
chr22	15614140	6.393035	36.895947
chr22	15614458	6.594340	36.898044
chr22	15614541	6.759036	36.898605
chr22	15615359	10.096577	36.906864
chr22	15615555	3.612245	36.907572
chr22	15615597	3.595238	36.907723
chr22	15615934	3.611276	36.908940
chr22	15615959	3.600000	36.909030
chr22	15616932	3.456321	36.912393
chr22	15617180	3.395161	36.913235
chr22	15617206	2.115385	36.913290
chr22	15617500	1.000000	36.913584
chr22	15617830	0.996970	36.913913
chr22	15618014	0.989130	36.914095
chr22	15618080	0.969697	36.914159
chr22	15618676	0.966443	36.914735
chr22	15619166	1.153061	36.915300
chr22	15619338	4.430233	36.916062
chr22	15619433	4.378947	36.916478
chr22	15619549	4.017241	36.916944
chr22	15621006	1.505834	36.919138
chr22	15622573	0.946394	36.920621
chr22	15622816	0.691358	36.920789
chr22	15624156	0.620896	36.921621
chr22	15625650	0.619143	36.922546
chr22	15626740	0.617431	36.923219
chr22	15631758	0.556995	36.926014
chr22	15631819	0.557377	36.926048
chr22	15632409	0.554237	36.926375
chr22	15632739	0.551515	36.926557
chr22	15632993	0.551181	36.926697
chr22	15633116	0.552846	36.926765
chr22	15633274	0.556962	36.926853
chr22	15633715	0.555556	36.927098
chr22	15633808	0.559140	36.927150
chr22	15634021	0.553991	36.927268
chr22	15634104	0.602410	36.927318
chr22	15634194	0.688889	36.927380
chr22	15634354	0.737500	36.927498
chr22	15634628	1.645985	36.927949
chr22	15634769	1.666667	36.928184
chr22	15634819	1.660000	36.928267
chr22	15634854	1.571429	36.928322
chr22	15634864	1.500000	36.928337
chr22	15634920	1.517857	36.928422
chr22	15634930	1.600000	36.928438
chr22	15634996	1.515152	36.928538
chr22	15635057	1.590164	36.928635
chr22	15635880	0.756987	36.929258
chr22	15636146	0.740602	36.929455
chr22	15636510	0.766484	36.929734
chr22	15636631	0.851240	36.929837
chr22	15636694	0.841270	36.929890
chr22	15636722	0.821429	36.929913
chr22	15636969	0.959514	36.930150
chr22	15637524	0.958559	36.930682
chr22	15638105	1.127367	36.931337
chr22	15638238	1.037594	36.931475
chr22	15638912	1.035608	36.932173
chr22	15638963	1.000000	36.932224
chr22	15639525	1.035587	36.932806
chr22	15639639	1.061404	36.932927
chr22	15639875	1.072034	36.933180
chr22	15640048	2.196532	36.933560
chr22	15640268	3.290909	36.934284
chr22	15640565	0.898990	36.934551
chr22	15640710	0.744828	36.934659
chr22	15641096	0.660622	36.934914
chr22	15641646	0.598182	36.935243
chr22	15642014	0.331522	36.935365
chr22	15643580	0.163474	36.935621
chr22	15644537	0.164054	36.935778
chr22	15644581	0.340909	36.935793
chr22	15644641	0.450000	36.935820
chr22	15644667	0.807692	36.935841
chr22	15644772	1.161905	36.935963
chr22	15644785	1.153846	36.935978
chr22	15644956	1.222222	36.936187
chr22	15644995	0.794872	36.936218
chr22	15645033	0.447368	36.936235
chr22	15645128	0.452632	36.936278
chr22	15645177	0.387755	36.936297
chr22	15645208	0.387097	36.936309
chr22	15645274	0.409091	36.936336
chr22	15645387	0.477876	36.936390
chr22	15645442	1.381818	36.936466
chr22	15645483	1.390244	36.936523
chr22	15645995	1.224609	36.937150
chr22	15646328	0.942943	36.937464
chr22	15646346	0.777778	36.937478
chr22	15646848	0.547809	36.937753
chr22	15646946	0.489796	36.937801
chr22	15646981	0.400000	36.937815
chr22	15647195	0.317757	36.937883
chr22	15647310	0.295652	36.937917
chr22	15647656	0.289017	36.938017
chr22	15647915	0.277992	36.938089
chr22	15648054	0.258993	36.938125
chr22	15648346	0.243151	36.938196
chr22	15648536	0.236842	36.938241
chr22	15649366	0.226506	36.938429
chr22	15650330	0.228216	36.938649
chr22	15650372	0.547619	36.938672
chr22	15650511	1.007194	36.938812
chr22	15650682	2.538012	36.939246
chr22	15650771	3.179775	36.939529
chr22	15650897	0.968254	36.939651
chr22	15651033	5.213235	36.940360
chr22	15651156	4.186992	36.940875
chr22	15651211	3.600000	36.941073
chr22	15651341	3.592308	36.941540
chr22	15651436	3.600000	36.941882
chr22	15651466	3.600000	36.941990
chr22	15651887	3.596200	36.943504
chr22	15652148	3.666667	36.944461
chr22	15654234	23.918504	36.994355
chr22	15654440	20.179612	36.998512
chr22	15654712	17.966912	37.003399
chr22	15654731	11.578947	37.003619
chr22	15654780	4.102041	37.003820
chr22	15654842	3.725806	37.004051
chr22	15655050	3.187500	37.004714
chr22	15655143	3.064516	37.004999
chr22	15655313	3.064706	37.005520
chr22	15655477	3.012195	37.006014
chr22	15655604	3.007874	37.006396
chr22	15656007	3.009926	37.007609
chr22	15656090	3.012048	37.007859
chr22	15656143	3.000000	37.008018
chr22	15656192	3.020408	37.008166
chr22	15656200	3.000000	37.008190
chr22	15657202	3.020958	37.011217
chr22	15657595	16.951654	37.017879
chr22	15657994	17.781955	37.024974
chr22	15658081	34.666667	37.027990
chr22	15658199	36.762712	37.032328
chr22	15659451	50.629393	37.095716
chr22	15659486	50.628571	37.097488
chr22	15660995	50.628893	37.173887
chr22	15661194	17.246231	37.177319
chr22	15661738	7.841912	37.181585
chr22	15661753	7.466667	37.181697
chr22	15662396	3.870918	37.184186
chr22	15662574	3.870787	37.184875
chr22	15663771	1.908104	37.187159
chr22	15663854	1.710843	37.187301
chr22	15664008	1.551948	37.187540
chr22	15664896	1.414414	37.188796
chr22	15665190	1.414966	37.189212
chr22	15665237	1.361702	37.189276
chr22	15665279	1.380952	37.189334
chr22	15665423	1.305556	37.189522
chr22	15665843	1.304762	37.190070
chr22	15666084	1.190871	37.190357
chr22	15666699	1.120325	37.191046
chr22	15666862	1.092025	37.191224
chr22	15666996	0.694030	37.191317
chr22	15668071	0.266047	37.191603
chr22	15668741	0.264179	37.191780
chr22	15669073	0.265060	37.191868
chr22	15669439	0.262295	37.191964
chr22	15670899	0.262329	37.192347
chr22	15671144	3.391837	37.193178
chr22	15671890	0.261394	37.193373
chr22	15672226	0.258929	37.193460
chr22	15672760	0.271536	37.193605
chr22	15673246	0.524691	37.193860
chr22	15673507	0.528736	37.193998
chr22	15673678	1.169591	37.194198
chr22	15673841	1.171779	37.194389
chr22	15673902	0.950820	37.194447
chr22	15673976	0.581081	37.194490
chr22	15674075	0.353535	37.194525
chr22	15676707	0.215805	37.195093
chr22	15678666	0.216437	37.195517
chr22	15680352	0.218268	37.195885
chr22	15680712	0.894444	37.196207
chr22	15681440	0.898352	37.196861
chr22	15682074	0.233438	37.197009
chr22	15682195	0.231405	37.197037
chr22	15684024	0.232914	37.197463
chr22	15684087	0.603175	37.197501
chr22	15684293	2.878641	37.198094
chr22	15684515	0.666667	37.198242
chr22	15684723	0.346154	37.198314
chr22	15685085	0.350829	37.198441
chr22	15685320	0.357447	37.198525
chr22	15685341	0.380952	37.198533
chr22	15685364	0.391304	37.198542
chr22	15685381	0.352941	37.198548
chr22	15685665	0.404930	37.198663
chr22	15686023	0.480447	37.198835
chr22	15686461	0.993151	37.199270
chr22	15686521	1.166667	37.199340
chr22	15687209	1.972384	37.200697
chr22	15687258	3.020408	37.200845
chr22	15687677	4.398568	37.202688
chr22	15687866	7.788360	37.204160
chr22	15688472	50.323432	37.234656
chr22	15688827	50.323944	37.252521
chr22	15691125	50.324195	37.368166
chr22	15691180	34.854545	37.370083
chr22	15691240	13.683333	37.370904
chr22	15691346	11.235849	37.372095
chr22	15692291	2.173545	37.374149
chr22	15692499	2.173077	37.374601
chr22	15692550	2.176471	37.374712
chr22	15692683	2.172932	37.375001
chr22	15693355	2.175595	37.376463
chr22	15693599	2.196721	37.376999
chr22	15693631	2.218750	37.377070
chr22	15693944	2.236422	37.377770
chr22	15693977	2.272727	37.377845
chr22	15694503	2.306084	37.379058
chr22	15694767	2.337121	37.379675
chr22	15694768	3.000000	37.379678
chr22	15695891	2.360641	37.382329
chr22	15695940	2.734694	37.382463
chr22	15695982	3.000000	37.382589
chr22	15695993	2.909091	37.382621
chr22	15696002	3.333333	37.382651
chr22	15696084	3.341463	37.382925
chr22	15696442	3.860335	37.384307
chr22	15696757	4.158730	37.385617
chr22	15696839	4.317073	37.385971
chr22	15696848	4.333333	37.386010
chr22	15697729	4.421112	37.389905
chr22	15697748	4.421053	37.389989
chr22	15698025	4.140794	37.391136
chr22	15699166	3.364592	37.394975
chr22	15699179	3.307692	37.395018
chr22	15699269	3.211111	37.395307
chr22	15699836	3.142857	37.397089
chr22	15699889	3.150943	37.397256
chr22	15700525	3.139937	37.399253
chr22	15700920	3.235443	37.400531
chr22	15701101	3.817680	37.401222
chr22	15701145	3.931818	37.401395
chr22	15701292	3.965986	37.401978
chr22	15701814	3.980843	37.404056
chr22	15702037	3.977578	37.404943
chr22	15702312	3.945455	37.406028
chr22	15702355	3.488372	37.406178
chr22	15702382	3.000000	37.406259
chr22	15702502	2.508333	37.406560
chr22	15702907	2.281481	37.407484
chr22	15704255	0.738131	37.408479
chr22	15704647	0.737245	37.408768
chr22	15705444	0.730238	37.409350
chr22	15707182	0.730150	37.410619
chr22	15708522	0.762687	37.411641
chr22	15708532	0.900000	37.411650
chr22	15709097	0.900885	37.412159
chr22	15709520	0.969267	37.412569
chr22	15710270	0.968000	37.413295
chr22	15710357	0.712644	37.413357
chr22	15710865	0.498031	37.413610
chr22	15713729	0.427025	37.414833
chr22	15714348	0.424879	37.415096
chr22	15714961	0.422512	37.415355
chr22	15716517	0.423522	37.416014
chr22	15716671	1.571429	37.416256
chr22	15717648	2.006141	37.418216
chr22	15717844	3.984694	37.418997
chr22	15719488	3.987226	37.425552
chr22	15720025	26.906890	37.440001
chr22	15720528	26.904573	37.453534
chr22	15720962	26.817972	37.465173
chr22	15721259	10.067340	37.468163
chr22	15721572	7.121406	37.470392
chr22	15723847	1.767033	37.474412
chr22	15723851	2.000000	37.474420
chr22	15724399	2.116788	37.475580
chr22	15725233	1.871703	37.477141
chr22	15725564	1.652568	37.477688
chr22	15725583	1.578947	37.477718
chr22	15725861	1.431655	37.478116
chr22	15725945	1.380952	37.478232
chr22	15726190	1.265306	37.478542
chr22	15726226	0.861111	37.478573
chr22	15727143	0.810251	37.479316
chr22	15727168	0.840000	37.479337
chr22	15729095	0.823041	37.480923
chr22	15729314	0.821918	37.481103
chr22	15729368	0.851852	37.481149
chr22	15729408	0.850000	37.481183
chr22	15730016	0.881579	37.481719
chr22	15730104	0.897727	37.481798
chr22	15730444	0.914706	37.482109
chr22	15730525	0.925926	37.482184
chr22	15731253	0.932692	37.482863
chr22	15732107	0.933255	37.483660
chr22	15732138	0.935484	37.483689
chr22	15732477	0.932153	37.484005
chr22	15732577	0.930000	37.484098
chr22	15732579	2.000000	37.484102
